External ID,Item Name,Item Description,Release Date,Expiry Date,Weight,Template ID,Enabled,EntityId,Classifications,Address,N/A,City,State,Zipcode,Country of domain purchase is made from,Banner Ad
4032793,426x285 Training,"
",02-Feb-2013,01-Jan-9999,,0,N, -1,,,,,,,,/images/banners/training.jpg
